	timestamp	path_msa	n_seqs	n_unique_seqs	n_cols
17886	Thu Oct 27 18:24:03 2022	/home/disco/Data/pandora-msas/msas/Cluster_13373.fa	1	1	45
18178	Thu Oct 27 18:24:03 2022	/home/disco/Data/pandora-msas/msas/Cluster_13376.fa	1	1	45
18662	Thu Oct 27 18:24:04 2022	/home/disco/Data/pandora-msas/msas/Cluster_13389.fa	1	1	45
19966	Thu Oct 27 18:24:05 2022	/home/disco/Data/pandora-msas/msas/Cluster_13352.fa	1	1	45
21188	Thu Oct 27 18:24:07 2022	/home/disco/Data/pandora-msas/msas/Cluster_13354.fa	1	1	45
22808	Thu Oct 27 18:24:09 2022	/home/disco/Data/pandora-msas/msas/Cluster_13344.fa	1	1	45
23070	Thu Oct 27 18:24:09 2022	/home/disco/Data/pandora-msas/msas/Cluster_13390.fa	1	1	45
25517	Thu Oct 27 18:24:13 2022	/home/disco/Data/pandora-msas/msas/Cluster_13359.fa	1	1	45
26860	Thu Oct 27 18:24:14 2022	/home/disco/Data/pandora-msas/msas/Cluster_13381.fa	1	1	45
27178	Thu Oct 27 18:24:15 2022	/home/disco/Data/pandora-msas/msas/Cluster_13361.fa	1	1	45
29905	Thu Oct 27 18:24:18 2022	/home/disco/Data/pandora-msas/msas/Cluster_13375.fa	1	1	45
34152	Thu Oct 27 18:24:23 2022	/home/disco/Data/pandora-msas/msas/Cluster_13388.fa	1	1	45
34784	Thu Oct 27 18:24:24 2022	/home/disco/Data/pandora-msas/msas/Cluster_13363.fa	1	1	45
4222	Thu Oct 27 18:23:46 2022	/home/disco/Data/pandora-msas/msas/Cluster_13371.fa	2	2	45
15475	Thu Oct 27 18:24:00 2022	/home/disco/Data/pandora-msas/msas/Cluster_13349.fa	2	1	45
29443	Thu Oct 27 18:24:18 2022	/home/disco/Data/pandora-msas/msas/Cluster_13372.fa	2	1	45
13257	Thu Oct 27 18:23:57 2022	/home/disco/Data/pandora-msas/msas/Cluster_13379.fa	3	1	45
15099	Thu Oct 27 18:23:59 2022	/home/disco/Data/pandora-msas/msas/Cluster_13346.fa	3	1	45
31027	Thu Oct 27 18:24:20 2022	/home/disco/Data/pandora-msas/msas/Cluster_13340.fa	3	1	45
34416	Thu Oct 27 18:24:24 2022	/home/disco/Data/pandora-msas/msas/Cluster_13368.fa	3	1	45
3317	Thu Oct 27 18:23:45 2022	/home/disco/Data/pandora-msas/msas/Cluster_13326.fa	4	1	45
11369	Thu Oct 27 18:23:55 2022	/home/disco/Data/pandora-msas/msas/Cluster_13370.fa	4	2	45
12654	Thu Oct 27 18:23:56 2022	/home/disco/Data/pandora-msas/msas/Cluster_13366.fa	4	1	45
35218	Thu Oct 27 18:24:25 2022	/home/disco/Data/pandora-msas/msas/Cluster_13355.fa	4	1	45
2341	Thu Oct 27 18:23:44 2022	/home/disco/Data/pandora-msas/msas/Cluster_13343.fa	6	1	45
17455	Thu Oct 27 18:24:02 2022	/home/disco/Data/pandora-msas/msas/Cluster_13347.fa	6	1	45
22654	Thu Oct 27 18:24:09 2022	/home/disco/Data/pandora-msas/msas/Cluster_13333.fa	6	1	45
36338	Thu Oct 27 18:24:26 2022	/home/disco/Data/pandora-msas/msas/Cluster_13350.fa	6	1	45
30986	Thu Oct 27 18:24:20 2022	/home/disco/Data/pandora-msas/msas/Cluster_13367.fa	7	1	45
31293	Thu Oct 27 18:24:20 2022	/home/disco/Data/pandora-msas/msas/Cluster_13380.fa	7	2	45
229	Thu Oct 27 18:23:41 2022	/home/disco/Data/pandora-msas/msas/Cluster_13360.fa	9	2	45
308	Thu Oct 27 18:23:41 2022	/home/disco/Data/pandora-msas/msas/Cluster_13332.fa	9	2	45
24233	Thu Oct 27 18:24:11 2022	/home/disco/Data/pandora-msas/msas/Cluster_13336.fa	9	1	45
13023	Thu Oct 27 18:23:57 2022	/home/disco/Data/pandora-msas/msas/Cluster_13321.fa	13	1	45
34010	Thu Oct 27 18:24:23 2022	/home/disco/Data/pandora-msas/msas/Cluster_13329.fa	15	1	45
20059	Thu Oct 27 18:24:05 2022	/home/disco/Data/pandora-msas/msas/Cluster_13335.fa	16	1	45
31096	Thu Oct 27 18:24:20 2022	/home/disco/Data/pandora-msas/msas/Cluster_13348.fa	18	2	45
34125	Thu Oct 27 18:24:23 2022	/home/disco/Data/pandora-msas/msas/Cluster_13334.fa	23	4	45
19365	Thu Oct 27 18:24:05 2022	/home/disco/Data/pandora-msas/msas/Cluster_13331.fa	36	6	45
21837	Thu Oct 27 18:24:08 2022	/home/disco/Data/pandora-msas/msas/Cluster_13323.fa	36	2	45
15944	Thu Oct 27 18:24:00 2022	/home/disco/Data/pandora-msas/msas/Cluster_13322.fa	39	2	45
29891	Thu Oct 27 18:24:18 2022	/home/disco/Data/pandora-msas/msas/Cluster_13327.fa	44	6	45
6524	Thu Oct 27 18:23:49 2022	/home/disco/Data/pandora-msas/msas/Cluster_13328.fa	51	4	45
24734	Thu Oct 27 18:24:11 2022	/home/disco/Data/pandora-msas/msas/Cluster_13324.fa	57	6	45
9068	Thu Oct 27 18:23:52 2022	/home/disco/Data/pandora-msas/msas/Cluster_13320.fa	59	1	45
12718	Thu Oct 27 18:23:57 2022	/home/disco/Data/pandora-msas/msas/Cluster_13325.fa	59	7	45
19078	Thu Oct 27 18:24:04 2022	/home/disco/Data/pandora-msas/msas/Cluster_13330.fa	83	2	45
29904	Thu Oct 27 18:24:18 2022	/home/disco/Data/pandora-msas/msas/Cluster_13319.fa	91	4	45
21119	Thu Oct 27 18:24:07 2022	/home/disco/Data/pandora-msas/msas/Cluster_13310.fa	96	2	45
17896	Thu Oct 27 18:24:03 2022	/home/disco/Data/pandora-msas/msas/Cluster_13311.fa	106	2	45
30384	Thu Oct 27 18:24:19 2022	/home/disco/Data/pandora-msas/msas/Cluster_13317.fa	122	6	45
13732	Thu Oct 27 18:23:58 2022	/home/disco/Data/pandora-msas/msas/Cluster_13312.fa	139	5	45
20049	Thu Oct 27 18:24:05 2022	/home/disco/Data/pandora-msas/msas/Cluster_13314.fa	143	2	45
19876	Thu Oct 27 18:24:05 2022	/home/disco/Data/pandora-msas/msas/Cluster_13342.fa	144	4	45
12356	Thu Oct 27 18:23:56 2022	/home/disco/Data/pandora-msas/msas/Cluster_13316.fa	151	6	45
20913	Thu Oct 27 18:24:06 2022	/home/disco/Data/pandora-msas/msas/Cluster_13386.fa	153	4	45
11484	Thu Oct 27 18:23:55 2022	/home/disco/Data/pandora-msas/msas/Cluster_13341.fa	157	5	45
13685	Thu Oct 27 18:23:58 2022	/home/disco/Data/pandora-msas/msas/Cluster_13313.fa	157	1	45
14529	Thu Oct 27 18:23:59 2022	/home/disco/Data/pandora-msas/msas/Cluster_13318.fa	157	2	45
30485	Thu Oct 27 18:24:19 2022	/home/disco/Data/pandora-msas/msas/Cluster_13315.fa	157	1	45
410	Thu Oct 27 18:23:41 2022	/home/disco/Data/pandora-msas/msas/Cluster_13273.fa	1	1	46
4404	Thu Oct 27 18:23:46 2022	/home/disco/Data/pandora-msas/msas/Cluster_13301.fa	1	1	46
7252	Thu Oct 27 18:23:50 2022	/home/disco/Data/pandora-msas/msas/Cluster_13302.fa	1	1	46
8154	Thu Oct 27 18:23:51 2022	/home/disco/Data/pandora-msas/msas/Cluster_13281.fa	1	1	46
9372	Thu Oct 27 18:23:52 2022	/home/disco/Data/pandora-msas/msas/Cluster_13278.fa	1	1	46
11372	Thu Oct 27 18:23:55 2022	/home/disco/Data/pandora-msas/msas/Cluster_13297.fa	1	1	46
12978	Thu Oct 27 18:23:57 2022	/home/disco/Data/pandora-msas/msas/Cluster_13308.fa	1	1	46
13247	Thu Oct 27 18:23:57 2022	/home/disco/Data/pandora-msas/msas/Cluster_13305.fa	1	1	46
13494	Thu Oct 27 18:23:57 2022	/home/disco/Data/pandora-msas/msas/Cluster_13298.fa	1	1	46
14405	Thu Oct 27 18:23:58 2022	/home/disco/Data/pandora-msas/msas/Cluster_13266.fa	1	1	46
15049	Thu Oct 27 18:23:59 2022	/home/disco/Data/pandora-msas/msas/Cluster_13294.fa	1	1	46
15806	Thu Oct 27 18:24:00 2022	/home/disco/Data/pandora-msas/msas/Cluster_13274.fa	1	1	46
16704	Thu Oct 27 18:24:01 2022	/home/disco/Data/pandora-msas/msas/Cluster_13307.fa	1	1	46
17723	Thu Oct 27 18:24:03 2022	/home/disco/Data/pandora-msas/msas/Cluster_13293.fa	1	1	46
19732	Thu Oct 27 18:24:05 2022	/home/disco/Data/pandora-msas/msas/Cluster_13303.fa	1	1	46
20246	Thu Oct 27 18:24:06 2022	/home/disco/Data/pandora-msas/msas/Cluster_13306.fa	1	1	46
25560	Thu Oct 27 18:24:13 2022	/home/disco/Data/pandora-msas/msas/Cluster_13288.fa	1	1	46
29032	Thu Oct 27 18:24:17 2022	/home/disco/Data/pandora-msas/msas/Cluster_13309.fa	1	1	46
29298	Thu Oct 27 18:24:18 2022	/home/disco/Data/pandora-msas/msas/Cluster_13304.fa	1	1	46
29882	Thu Oct 27 18:24:18 2022	/home/disco/Data/pandora-msas/msas/Cluster_13275.fa	1	1	46
30200	Thu Oct 27 18:24:19 2022	/home/disco/Data/pandora-msas/msas/Cluster_13276.fa	1	1	46
30695	Thu Oct 27 18:24:19 2022	/home/disco/Data/pandora-msas/msas/Cluster_13284.fa	1	1	46
30900	Thu Oct 27 18:24:19 2022	/home/disco/Data/pandora-msas/msas/Cluster_13263.fa	1	1	46
32385	Thu Oct 27 18:24:21 2022	/home/disco/Data/pandora-msas/msas/Cluster_13283.fa	1	1	46
32924	Thu Oct 27 18:24:22 2022	/home/disco/Data/pandora-msas/msas/Cluster_13299.fa	1	1	46
33497	Thu Oct 27 18:24:22 2022	/home/disco/Data/pandora-msas/msas/Cluster_13282.fa	1	1	46
33929	Thu Oct 27 18:24:23 2022	/home/disco/Data/pandora-msas/msas/Cluster_13300.fa	1	1	46
35630	Thu Oct 27 18:24:25 2022	/home/disco/Data/pandora-msas/msas/Cluster_13285.fa	1	1	46
15656	Thu Oct 27 18:24:00 2022	/home/disco/Data/pandora-msas/msas/Cluster_13295.fa	2	1	46
20031	Thu Oct 27 18:24:05 2022	/home/disco/Data/pandora-msas/msas/Cluster_13290.fa	2	1	46
21369	Thu Oct 27 18:24:07 2022	/home/disco/Data/pandora-msas/msas/Cluster_13292.fa	2	1	46
32236	Thu Oct 27 18:24:21 2022	/home/disco/Data/pandora-msas/msas/Cluster_13277.fa	2	1	46
12952	Thu Oct 27 18:23:57 2022	/home/disco/Data/pandora-msas/msas/Cluster_13270.fa	3	1	46
20921	Thu Oct 27 18:24:06 2022	/home/disco/Data/pandora-msas/msas/Cluster_13287.fa	3	1	46
25694	Thu Oct 27 18:24:13 2022	/home/disco/Data/pandora-msas/msas/Cluster_13260.fa	3	2	46
1107	Thu Oct 27 18:23:42 2022	/home/disco/Data/pandora-msas/msas/Cluster_13280.fa	4	1	46
28658	Thu Oct 27 18:24:17 2022	/home/disco/Data/pandora-msas/msas/Cluster_13267.fa	4	2	46
2086	Thu Oct 27 18:23:44 2022	/home/disco/Data/pandora-msas/msas/Cluster_13289.fa	5	1	46
2288	Thu Oct 27 18:23:44 2022	/home/disco/Data/pandora-msas/msas/Cluster_13291.fa	5	1	46
4559	Thu Oct 27 18:23:46 2022	/home/disco/Data/pandora-msas/msas/Cluster_13272.fa	5	1	46
8239	Thu Oct 27 18:23:51 2022	/home/disco/Data/pandora-msas/msas/Cluster_13286.fa	5	1	46
12077	Thu Oct 27 18:23:56 2022	/home/disco/Data/pandora-msas/msas/Cluster_13271.fa	5	3	46
31482	Thu Oct 27 18:24:20 2022	/home/disco/Data/pandora-msas/msas/Cluster_13261.fa	5	1	46
13964	Thu Oct 27 18:23:58 2022	/home/disco/Data/pandora-msas/msas/Cluster_13265.fa	6	2	46
35233	Thu Oct 27 18:24:25 2022	/home/disco/Data/pandora-msas/msas/Cluster_13268.fa	6	1	46
36425	Thu Oct 27 18:24:26 2022	/home/disco/Data/pandora-msas/msas/Cluster_13257.fa	7	1	46
3012	Thu Oct 27 18:23:45 2022	/home/disco/Data/pandora-msas/msas/Cluster_13269.fa	8	4	46
8801	Thu Oct 27 18:23:52 2022	/home/disco/Data/pandora-msas/msas/Cluster_13279.fa	8	1	46
27067	Thu Oct 27 18:24:15 2022	/home/disco/Data/pandora-msas/msas/Cluster_13258.fa	9	1	46
11466	Thu Oct 27 18:23:55 2022	/home/disco/Data/pandora-msas/msas/Cluster_13259.fa	13	3	46
18788	Thu Oct 27 18:24:04 2022	/home/disco/Data/pandora-msas/msas/Cluster_13255.fa	15	2	46
35029	Thu Oct 27 18:24:24 2022	/home/disco/Data/pandora-msas/msas/Cluster_13264.fa	15	3	46
11045	Thu Oct 27 18:23:55 2022	/home/disco/Data/pandora-msas/msas/Cluster_13251.fa	22	1	46
4455	Thu Oct 27 18:23:46 2022	/home/disco/Data/pandora-msas/msas/Cluster_13252.fa	23	2	46
11992	Thu Oct 27 18:23:56 2022	/home/disco/Data/pandora-msas/msas/Cluster_13253.fa	24	3	46
3389	Thu Oct 27 18:23:45 2022	/home/disco/Data/pandora-msas/msas/Cluster_13262.fa	32	4	46
36143	Thu Oct 27 18:24:26 2022	/home/disco/Data/pandora-msas/msas/Cluster_13249.fa	32	3	46
16221	Thu Oct 27 18:24:01 2022	/home/disco/Data/pandora-msas/msas/Cluster_13256.fa	34	2	46
1960	Thu Oct 27 18:23:43 2022	/home/disco/Data/pandora-msas/msas/Cluster_13254.fa	36	2	46
25710	Thu Oct 27 18:24:13 2022	/home/disco/Data/pandora-msas/msas/Cluster_13248.fa	44	3	46
32777	Thu Oct 27 18:24:22 2022	/home/disco/Data/pandora-msas/msas/Cluster_13250.fa	82	3	46
32480	Thu Oct 27 18:24:21 2022	/home/disco/Data/pandora-msas/msas/Cluster_13240.fa	92	1	46
34316	Thu Oct 27 18:24:23 2022	/home/disco/Data/pandora-msas/msas/Cluster_13244.fa	107	2	46
1259	Thu Oct 27 18:23:43 2022	/home/disco/Data/pandora-msas/msas/Cluster_13247.fa	113	2	46
12038	Thu Oct 27 18:23:56 2022	/home/disco/Data/pandora-msas/msas/Cluster_13238.fa	136	3	46
30885	Thu Oct 27 18:24:19 2022	/home/disco/Data/pandora-msas/msas/Cluster_13296.fa	152	5	46
27658	Thu Oct 27 18:24:16 2022	/home/disco/Data/pandora-msas/msas/Cluster_13243.fa	155	4	46
20115	Thu Oct 27 18:24:06 2022	/home/disco/Data/pandora-msas/msas/Cluster_13241.fa	156	6	46
35588	Thu Oct 27 18:24:25 2022	/home/disco/Data/pandora-msas/msas/Cluster_13239.fa	156	6	46
17862	Thu Oct 27 18:24:03 2022	/home/disco/Data/pandora-msas/msas/Cluster_13245.fa	157	3	46
29777	Thu Oct 27 18:24:18 2022	/home/disco/Data/pandora-msas/msas/Cluster_13246.fa	157	6	46
31483	Thu Oct 27 18:24:20 2022	/home/disco/Data/pandora-msas/msas/Cluster_13242.fa	157	1	46
20	Thu Oct 27 18:23:41 2022	/home/disco/Data/pandora-msas/msas/Cluster_13228.fa	1	1	47
478	Thu Oct 27 18:23:42 2022	/home/disco/Data/pandora-msas/msas/Cluster_13224.fa	1	1	47
542	Thu Oct 27 18:23:42 2022	/home/disco/Data/pandora-msas/msas/Cluster_13197.fa	1	1	47
544	Thu Oct 27 18:23:42 2022	/home/disco/Data/pandora-msas/msas/Cluster_13226.fa	1	1	47
1543	Thu Oct 27 18:23:43 2022	/home/disco/Data/pandora-msas/msas/Cluster_13225.fa	1	1	47
1698	Thu Oct 27 18:23:43 2022	/home/disco/Data/pandora-msas/msas/Cluster_13208.fa	1	1	47
2107	Thu Oct 27 18:23:44 2022	/home/disco/Data/pandora-msas/msas/Cluster_13235.fa	1	1	47
2119	Thu Oct 27 18:23:44 2022	/home/disco/Data/pandora-msas/msas/Cluster_13222.fa	1	1	47
2885	Thu Oct 27 18:23:44 2022	/home/disco/Data/pandora-msas/msas/Cluster_13232.fa	1	1	47
4263	Thu Oct 27 18:23:46 2022	/home/disco/Data/pandora-msas/msas/Cluster_13188.fa	1	1	47
5863	Thu Oct 27 18:23:48 2022	/home/disco/Data/pandora-msas/msas/Cluster_13201.fa	1	1	47
6359	Thu Oct 27 18:23:49 2022	/home/disco/Data/pandora-msas/msas/Cluster_13234.fa	1	1	47
6632	Thu Oct 27 18:23:49 2022	/home/disco/Data/pandora-msas/msas/Cluster_13230.fa	1	1	47
8203	Thu Oct 27 18:23:51 2022	/home/disco/Data/pandora-msas/msas/Cluster_13183.fa	1	1	47
8310	Thu Oct 27 18:23:51 2022	/home/disco/Data/pandora-msas/msas/Cluster_13218.fa	1	1	47
8677	Thu Oct 27 18:23:52 2022	/home/disco/Data/pandora-msas/msas/Cluster_13198.fa	1	1	47
8708	Thu Oct 27 18:23:52 2022	/home/disco/Data/pandora-msas/msas/Cluster_13219.fa	1	1	47
18406	Thu Oct 27 18:24:03 2022	/home/disco/Data/pandora-msas/msas/Cluster_13209.fa	1	1	47
20733	Thu Oct 27 18:24:06 2022	/home/disco/Data/pandora-msas/msas/Cluster_13213.fa	1	1	47
22070	Thu Oct 27 18:24:08 2022	/home/disco/Data/pandora-msas/msas/Cluster_13190.fa	1	1	47
23218	Thu Oct 27 18:24:09 2022	/home/disco/Data/pandora-msas/msas/Cluster_13236.fa	1	1	47
23232	Thu Oct 27 18:24:10 2022	/home/disco/Data/pandora-msas/msas/Cluster_13202.fa	1	1	47
23262	Thu Oct 27 18:24:10 2022	/home/disco/Data/pandora-msas/msas/Cluster_13231.fa	1	1	47
27656	Thu Oct 27 18:24:15 2022	/home/disco/Data/pandora-msas/msas/Cluster_13233.fa	1	1	47
30054	Thu Oct 27 18:24:18 2022	/home/disco/Data/pandora-msas/msas/Cluster_13204.fa	1	1	47
31674	Thu Oct 27 18:24:20 2022	/home/disco/Data/pandora-msas/msas/Cluster_13196.fa	1	1	47
32323	Thu Oct 27 18:24:21 2022	/home/disco/Data/pandora-msas/msas/Cluster_13237.fa	1	1	47
32672	Thu Oct 27 18:24:22 2022	/home/disco/Data/pandora-msas/msas/Cluster_13189.fa	1	1	47
32920	Thu Oct 27 18:24:22 2022	/home/disco/Data/pandora-msas/msas/Cluster_13223.fa	1	1	47
33711	Thu Oct 27 18:24:23 2022	/home/disco/Data/pandora-msas/msas/Cluster_13186.fa	1	1	47
37174	Thu Oct 27 18:24:27 2022	/home/disco/Data/pandora-msas/msas/Cluster_13229.fa	1	1	47
1113	Thu Oct 27 18:23:42 2022	/home/disco/Data/pandora-msas/msas/Cluster_13191.fa	2	1	47
4431	Thu Oct 27 18:23:46 2022	/home/disco/Data/pandora-msas/msas/Cluster_13205.fa	2	1	47
21587	Thu Oct 27 18:24:07 2022	/home/disco/Data/pandora-msas/msas/Cluster_13194.fa	2	1	47
23904	Thu Oct 27 18:24:10 2022	/home/disco/Data/pandora-msas/msas/Cluster_13210.fa	2	2	47
28686	Thu Oct 27 18:24:17 2022	/home/disco/Data/pandora-msas/msas/Cluster_13221.fa	2	1	47
31787	Thu Oct 27 18:24:21 2022	/home/disco/Data/pandora-msas/msas/Cluster_13220.fa	2	1	47
33868	Thu Oct 27 18:24:23 2022	/home/disco/Data/pandora-msas/msas/Cluster_13199.fa	2	1	47
36837	Thu Oct 27 18:24:26 2022	/home/disco/Data/pandora-msas/msas/Cluster_13206.fa	2	1	47
755	Thu Oct 27 18:23:42 2022	/home/disco/Data/pandora-msas/msas/Cluster_13215.fa	3	1	47
19839	Thu Oct 27 18:24:05 2022	/home/disco/Data/pandora-msas/msas/Cluster_13195.fa	3	2	47
33706	Thu Oct 27 18:24:23 2022	/home/disco/Data/pandora-msas/msas/Cluster_13216.fa	3	1	47
17917	Thu Oct 27 18:24:03 2022	/home/disco/Data/pandora-msas/msas/Cluster_13211.fa	4	2	47
1213	Thu Oct 27 18:23:42 2022	/home/disco/Data/pandora-msas/msas/Cluster_13192.fa	6	2	47
13731	Thu Oct 27 18:23:58 2022	/home/disco/Data/pandora-msas/msas/Cluster_13217.fa	6	1	47
13902	Thu Oct 27 18:23:58 2022	/home/disco/Data/pandora-msas/msas/Cluster_13193.fa	6	1	47
19496	Thu Oct 27 18:24:05 2022	/home/disco/Data/pandora-msas/msas/Cluster_13214.fa	6	2	47
23094	Thu Oct 27 18:24:09 2022	/home/disco/Data/pandora-msas/msas/Cluster_13212.fa	7	1	47
2604	Thu Oct 27 18:23:44 2022	/home/disco/Data/pandora-msas/msas/Cluster_13180.fa	8	1	47
24811	Thu Oct 27 18:24:12 2022	/home/disco/Data/pandora-msas/msas/Cluster_13207.fa	9	4	47
388	Thu Oct 27 18:23:41 2022	/home/disco/Data/pandora-msas/msas/Cluster_13187.fa	12	4	47
24497	Thu Oct 27 18:24:11 2022	/home/disco/Data/pandora-msas/msas/Cluster_13184.fa	12	1	47
35741	Thu Oct 27 18:24:25 2022	/home/disco/Data/pandora-msas/msas/Cluster_13178.fa	12	3	47
7537	Thu Oct 27 18:23:50 2022	/home/disco/Data/pandora-msas/msas/Cluster_13172.fa	14	1	47
13048	Thu Oct 27 18:23:57 2022	/home/disco/Data/pandora-msas/msas/Cluster_13179.fa	14	2	47
25187	Thu Oct 27 18:24:12 2022	/home/disco/Data/pandora-msas/msas/Cluster_13185.fa	15	2	47
33881	Thu Oct 27 18:24:23 2022	/home/disco/Data/pandora-msas/msas/Cluster_13177.fa	19	1	47
33945	Thu Oct 27 18:24:23 2022	/home/disco/Data/pandora-msas/msas/Cluster_13173.fa	24	3	47
10891	Thu Oct 27 18:23:54 2022	/home/disco/Data/pandora-msas/msas/Cluster_13181.fa	30	2	47
7763	Thu Oct 27 18:23:51 2022	/home/disco/Data/pandora-msas/msas/Cluster_13171.fa	33	3	47
3866	Thu Oct 27 18:23:46 2022	/home/disco/Data/pandora-msas/msas/Cluster_13174.fa	36	4	47
10354	Thu Oct 27 18:23:54 2022	/home/disco/Data/pandora-msas/msas/Cluster_13175.fa	37	3	47
20622	Thu Oct 27 18:24:06 2022	/home/disco/Data/pandora-msas/msas/Cluster_13227.fa	39	3	47
23496	Thu Oct 27 18:24:10 2022	/home/disco/Data/pandora-msas/msas/Cluster_13182.fa	39	1	47
26207	Thu Oct 27 18:24:14 2022	/home/disco/Data/pandora-msas/msas/Cluster_13156.fa	53	3	47
33616	Thu Oct 27 18:24:23 2022	/home/disco/Data/pandora-msas/msas/Cluster_13159.fa	68	3	47
15576	Thu Oct 27 18:24:00 2022	/home/disco/Data/pandora-msas/msas/Cluster_13176.fa	71	4	47
9423	Thu Oct 27 18:23:53 2022	/home/disco/Data/pandora-msas/msas/Cluster_13200.fa	84	2	47
33170	Thu Oct 27 18:24:22 2022	/home/disco/Data/pandora-msas/msas/Cluster_13170.fa	91	3	47
21460	Thu Oct 27 18:24:07 2022	/home/disco/Data/pandora-msas/msas/Cluster_13165.fa	101	3	47
10315	Thu Oct 27 18:23:54 2022	/home/disco/Data/pandora-msas/msas/Cluster_13161.fa	126	7	47
14760	Thu Oct 27 18:23:59 2022	/home/disco/Data/pandora-msas/msas/Cluster_13169.fa	133	7	47
31582	Thu Oct 27 18:24:20 2022	/home/disco/Data/pandora-msas/msas/Cluster_13160.fa	139	6	47
24995	Thu Oct 27 18:24:12 2022	/home/disco/Data/pandora-msas/msas/Cluster_13203.fa	151	11	47
6514	Thu Oct 27 18:23:49 2022	/home/disco/Data/pandora-msas/msas/Cluster_13163.fa	155	4	47
18007	Thu Oct 27 18:24:03 2022	/home/disco/Data/pandora-msas/msas/Cluster_13164.fa	155	2	47
7909	Thu Oct 27 18:23:51 2022	/home/disco/Data/pandora-msas/msas/Cluster_13158.fa	157	3	47
18903	Thu Oct 27 18:24:04 2022	/home/disco/Data/pandora-msas/msas/Cluster_13167.fa	157	1	47
26781	Thu Oct 27 18:24:14 2022	/home/disco/Data/pandora-msas/msas/Cluster_13157.fa	157	1	47
31808	Thu Oct 27 18:24:21 2022	/home/disco/Data/pandora-msas/msas/Cluster_13166.fa	157	1	47
32192	Thu Oct 27 18:24:21 2022	/home/disco/Data/pandora-msas/msas/Cluster_13162.fa	157	3	47
34617	Thu Oct 27 18:24:24 2022	/home/disco/Data/pandora-msas/msas/Cluster_13168.fa	157	8	47
524	Thu Oct 27 18:23:42 2022	/home/disco/Data/pandora-msas/msas/Cluster_13140.fa	1	1	48
525	Thu Oct 27 18:23:42 2022	/home/disco/Data/pandora-msas/msas/Cluster_13153.fa	1	1	48
2733	Thu Oct 27 18:23:44 2022	/home/disco/Data/pandora-msas/msas/Cluster_13109.fa	1	1	48
3586	Thu Oct 27 18:23:45 2022	/home/disco/Data/pandora-msas/msas/Cluster_13148.fa	1	1	48
4677	Thu Oct 27 18:23:47 2022	/home/disco/Data/pandora-msas/msas/Cluster_13126.fa	1	1	48
4764	Thu Oct 27 18:23:47 2022	/home/disco/Data/pandora-msas/msas/Cluster_13150.fa	1	1	48
6338	Thu Oct 27 18:23:49 2022	/home/disco/Data/pandora-msas/msas/Cluster_13142.fa	1	1	48
9979	Thu Oct 27 18:23:53 2022	/home/disco/Data/pandora-msas/msas/Cluster_13102.fa	1	1	48
11872	Thu Oct 27 18:23:56 2022	/home/disco/Data/pandora-msas/msas/Cluster_13154.fa	1	1	48
14818	Thu Oct 27 18:23:59 2022	/home/disco/Data/pandora-msas/msas/Cluster_13130.fa	1	1	48
15965	Thu Oct 27 18:24:00 2022	/home/disco/Data/pandora-msas/msas/Cluster_13145.fa	1	1	48
18432	Thu Oct 27 18:24:04 2022	/home/disco/Data/pandora-msas/msas/Cluster_13122.fa	1	1	48
21255	Thu Oct 27 18:24:07 2022	/home/disco/Data/pandora-msas/msas/Cluster_13134.fa	1	1	48
22837	Thu Oct 27 18:24:09 2022	/home/disco/Data/pandora-msas/msas/Cluster_13147.fa	1	1	48
24620	Thu Oct 27 18:24:11 2022	/home/disco/Data/pandora-msas/msas/Cluster_13123.fa	1	1	48
25533	Thu Oct 27 18:24:13 2022	/home/disco/Data/pandora-msas/msas/Cluster_13139.fa	1	1	48
26660	Thu Oct 27 18:24:14 2022	/home/disco/Data/pandora-msas/msas/Cluster_13135.fa	1	1	48
28771	Thu Oct 27 18:24:17 2022	/home/disco/Data/pandora-msas/msas/Cluster_13114.fa	1	1	48
29818	Thu Oct 27 18:24:18 2022	/home/disco/Data/pandora-msas/msas/Cluster_13121.fa	1	1	48
29844	Thu Oct 27 18:24:18 2022	/home/disco/Data/pandora-msas/msas/Cluster_13107.fa	1	1	48
31441	Thu Oct 27 18:24:20 2022	/home/disco/Data/pandora-msas/msas/Cluster_13128.fa	1	1	48
32045	Thu Oct 27 18:24:21 2022	/home/disco/Data/pandora-msas/msas/Cluster_13152.fa	1	1	48
32468	Thu Oct 27 18:24:21 2022	/home/disco/Data/pandora-msas/msas/Cluster_13151.fa	1	1	48
33178	Thu Oct 27 18:24:22 2022	/home/disco/Data/pandora-msas/msas/Cluster_13146.fa	1	1	48
34419	Thu Oct 27 18:24:24 2022	/home/disco/Data/pandora-msas/msas/Cluster_13144.fa	1	1	48
34577	Thu Oct 27 18:24:24 2022	/home/disco/Data/pandora-msas/msas/Cluster_13149.fa	1	1	48
37263	Thu Oct 27 18:24:27 2022	/home/disco/Data/pandora-msas/msas/Cluster_13138.fa	1	1	48
10883	Thu Oct 27 18:23:54 2022	/home/disco/Data/pandora-msas/msas/Cluster_13118.fa	2	1	48
11433	Thu Oct 27 18:23:55 2022	/home/disco/Data/pandora-msas/msas/Cluster_13108.fa	2	2	48
18219	Thu Oct 27 18:24:03 2022	/home/disco/Data/pandora-msas/msas/Cluster_13124.fa	2	1	48
20993	Thu Oct 27 18:24:07 2022	/home/disco/Data/pandora-msas/msas/Cluster_13131.fa	2	1	48
